timestamp,heart_rate,eda,temperature,subject_id,session
2018-12-05 16:29:14,116.0,0.0,22.73,S2,Final
2018-12-05 16:29:15,82.5,0.003844,22.73,S2,Final
2018-12-05 16:29:16,94.67,0.015376,22.73,S2,Final
2018-12-05 16:29:17,91.5,0.017939,22.73,S2,Final
2018-12-05 16:29:18,88.2,0.01922,22.73,S2,Final
2018-12-05 16:29:19,84.83,0.017939,22.73,S2,Final
2018-12-05 16:29:20,84.43,0.020501,22.73,S2,Final
2018-12-05 16:29:21,84.0,0.01922,22.73,S2,Final
2018-12-05 16:29:22,83.33,0.01922,22.71,S2,Final
2018-12-05 16:29:23,82.8,0.020501,22.71,S2,Final
2018-12-05 16:29:24,82.36,0.017939,22.71,S2,Final
2018-12-05 16:29:25,82.0,0.020501,22.71,S2,Final
2018-12-05 16:29:26,81.69,0.017939,22.69,S2,Final
2018-12-05 16:29:27,81.43,0.01922,22.69,S2,Final
2018-12-05 16:29:28,81.2,0.020501,22.69,S2,Final
2018-12-05 16:29:29,80.94,0.01922,22.69,S2,Final
2018-12-05 16:29:30,80.76,0.020501,22.73,S2,Final
2018-12-05 16:29:31,80.56,0.01922,22.73,S2,Final
2018-12-05 16:29:32,80.32,0.020501,22.73,S2,Final
2018-12-05 16:29:33,80.05,0.01922,22.73,S2,Final
2018-12-05 16:29:34,79.86,0.017939,22.73,S2,Final
2018-12-05 16:29:35,79.64,0.020501,22.73,S2,Final
2018-12-05 16:29:36,79.43,0.01922,22.73,S2,Final
2018-12-05 16:29:37,79.25,0.020501,22.73,S2,Final
2018-12-05 16:29:38,79.08,0.020501,22.73,S2,Final
2018-12-05 16:29:39,78.88,0.01922,22.73,S2,Final
2018-12-05 16:29:40,78.63,0.020501,22.73,S2,Final
2018-12-05 16:29:41,79.25,0.017939,22.73,S2,Final
2018-12-05 16:29:42,79.69,0.020501,22.71,S2,Final
2018-12-05 16:29:43,80.07,0.020501,22.71,S2,Final
2018-12-05 16:29:44,80.42,0.01922,22.71,S2,Final
2018-12-05 16:29:45,80.78,0.020501,22.71,S2,Final
2018-12-05 16:29:46,81.09,0.01922,22.73,S2,Final
2018-12-05 16:29:47,81.35,0.020501,22.73,S2,Final
2018-12-05 16:29:48,81.6,0.020501,22.73,S2,Final
2018-12-05 16:29:49,81.83,0.017939,22.73,S2,Final
2018-12-05 16:29:50,82.0,0.020501,22.71,S2,Final
2018-12-05 16:29:51,82.16,0.017939,22.71,S2,Final
2018-12-05 16:29:52,82.26,0.020501,22.71,S2,Final
2018-12-05 16:29:53,82.28,0.020501,22.71,S2,Final
2018-12-05 16:29:54,82.27,0.01922,22.71,S2,Final
